State,County_FIPS,Nearby_Station_Identifiers_(USAF_WBAN),County_Name
OH,39089,720414139|72041499999|720651232|720928315|72428014821|72428463825|72428499999|72428513812|72428599999|72428693824|7242884804|72428899999|72429453844|72429499999|7252084855|72520899999|7252294858|72522999999|99999913812|99999914821|99999954851|99999993824|99999993834,Licking County
MI,26121,720415140|72041599999|7253944839|72539499999|72541614864|72541699999|72635094860|72636014840|7263644883|72636499999|72636599999|72636699999|99726199999|99734199999|99840799999|99999914830|99999914840|99999994860,Muskegon County
IA,19163,72546214937|72546299999|72547394979|72547399999|7254754953|72547599999|7254874950|72548799999|74455094982|99999914937,Scott County
IL,17113,7201414868|72014199999|7221714889|72217199999|7221944896|72219499999|72439754831|72439799999|72531014806|72531099999|72531594870|72531599999|7253163887|72531699999|72532014842|7446724862|74467299999|99999914842|99999954808|A000174868,McLean County
UT,49053,72092299999|72475423186|72475499999|72475593129|99999923177|99999953013|99999953166|99999993129|99999993198,Washington County
TX,48251,72028653977|72028699999|72029553972|72029599999|72029953966|72029999999|72032053981|72032099999|72209453984|72209499999|72210299999|72214353975|72214399999|72247953907|72247999999|72258013960|72258113960|72258313960|72258593901|7225903927|7225933985|72259399999|72259453909|72259499999|72259513911|72259613961|72259793985|7225993971|72259999999|7226003969|72260099999|74739013961|9999993927|9999993969|99999913907|99999993901|99999993903|99999993904,Johnson County
TX,48329,7202713044|72027199999|72103299999|7223243071|72232499999|7226483031|72264899999|72265023023|72265523005|72265723041|9999993047,Midland County
WI,55139,72034354852|72034399999|72039899999|720589185|72058999999|7264254841|72642599999|72645014898|72645594897|72645599999|72645694855|72645699999|7264574825|72645799999|72650254832|72650299999|7265064840|72650699999|7265094898|72650999999|99999914831|99999914898|A07354132,Winnebago County
SC,45003,720601193|720602194|72221699999|72310013883|72310453867|72310499999|72311553854|72311599999|99817799999|99820599999|99999913883|99999953854|99999953867|99999963826,Aiken County
IN,18127,720593187|72059399999|721029347|7253274846|72532799999|7253374807|72533799999|72534499999|72535014848|726358384|72635899999|74465099999|744660388|99725599999|99733999999|99778799999|99999914848,Porter County
WI,55059,7220594866|72205999999|72640014839|72640399999|72640594869|72640599999|72640699999|72640799999|7264094897|72640999999|72642494818|72642499999|7265054845|72650599999|99299099999|99734099999|99734299999|99999914839|99999994869,Kenosha County
PA,42089,72032464753|72032499999|72513014777|72513514754|72517014737|72517199999|72543454789|72543499999|99999914737|99999914754|99999914760|99999914777,Monroe County
MD,24013,69117499999|72033493764|72033499999|7206993724|72069999999|72208113730|72208199999|72215813752|72215899999|722244358|72224499999|7228233749|72282399999|72405713701|72405799999|72406093721|72406499999|72406593733|72406599999|72406693706|72406699999|72406793744|72406799999|74002099999|74594493784|74907099999|99729699999|99730299999|99731299999|99731499999|99840999999|99999913725|99999913730|99999913749|99999913751|99999913752|99999913777|99999993721,Carroll County
OH,39057,720651232|720713251|720944324|72224963887|72427653859|72427699999|72428463825|72428499999|72429093815|7242953867|72429563888|72429599999|72429613841|72429699999|72429793812|72521753855|72521799999|74570013840|74570099999|999999458|9999993867|99999993815,Greene County
CO,8101,72042499999|72052499999|72064199999|72064299999|72084499999|7228173068|72464093058|72466093037|72466399999|72468094015|72468099999|9999993063|9999993089|99999923068|99999993037,Pueblo County
NC,37057,720968340|72103899999|72207953888|72207999999|72213263801|72213299999|72214863824|72214899999|72305563816|72305599999|72315663812|72315699999|72317013723|72317493783|72317499999|72317763807|72319193807|72319393807|72319399999|7420773763|74693499999|7469353709|74693599999|99999913723|99999993807,Davidson County
IN,18063,720575173|72057599999|72081599999|72435653866|72435699999|72436013803|72436113803|72436313803|72436399999|72437093823|72437099999|72437193823|7243733868|72437393823|72437399999|7243753893|72437599999|72438093819|72438453842|72438499999|9999993868|99999914835|99999993819|99999993823,Hendricks County
HI,15009,91186022534|91186099999|91188099999|91189099999|91190022516|91190322516|91190422552|91190499999|91190522524|91190599999|91190799999|91191099999|91194099999|99253099999|99283099999|99738499999|99999922525,Maui County
KY,21117,72421093814|99999993814,Kenton County
NC,37001,720968340|7221933722|72219399999|7222013723|72220199999|72306013722|72317013723|72317493783|72317499999|72319193807|72319393807|72319399999|7420773763|74693499999|7469353709|74693599999|74693993785|74693999999|9999993758|99999913723|99999993807,Alamance County
KS,20209,7244683967|72446899999|72447593909|72447599999|7245083997|72450899999|72456013996|72456513920|72456599999|72456713921|99999913920|99999913996|99999993909,Wyandotte County
PA,42007,720378122|72037899999|7251174827|72511799999|72512464705|72512499999|72520094823|7252044813|72520499999|72520514762|72520599999|72520699999|99999914762|99999914812,Beaver County
GA,13223,720674249|720714252|722109355|72210999999|72215099999|72215653873|72215699999|72217653884|72217699999|72219013874|7221953888|72219599999|72219653863|72219699999|72219753819|72219799999|72227013864|72227099999|72227399999|72320093801|72320099999|74781263813|74781299999|99999913864|99999913874|99999993801|99999993830|A0001163848,Paulding County
RI,44003,72215114794|72215199999|72505464710|72505699999|72505894793|72505899999|72507014765|72507454752|72507499999|72507799999|72507899999|72507914787|72507999999|99208099999|99414099999|99727499999|99727799999|99727899999|99727999999|99728299999|99728599999|99728899999|99729499999|99800499999|99999914765|99999914788|99999914799|99999954796|99999954797,Kent County
AL,1081,72026563833|72026599999|72036363872|7222843892|72228499999|72228899999|74908999999,Lee County
VT,50007,720494152|72102899999|72611454771|72611499999|72614594705|72617014742|999999425|99999914742|99999994705,Chittenden County
TX,48187,72073399999|72241612971|72252312970|72252399999|72253012921|72253512909|72253599999|72253612911|72253699999|72253912979|72253999999|72254013904|72254513904|72254599999|72254612910|74905699999|74905899999|999999477|99999912910|99999912911|99999912931|99999913904,Guadalupe County
CT,9007,720545169|72054599999|72502754788|72502799999|72502964707|72502999999|72504094702|72504514758|72504599999|72504614707|72504699999|72504799999|72504899999|72504999999|72508014740|72508454767|72508499999|72508654734|72508699999|72508714752|72508799999|72508999999|99446099999|99475099999|99489099999|99490099999|99491099999|99492099999|99494099999|99495099999|99496099999|99497099999|99718599999|99728299999|99728399999|99728499999|99729099999|99815599999|99999914707|99999914740|99999914752|99999914758|99999994702|99999994772,Middlesex County
WI,55105,72065699999|7220594866|72205999999|72640399999|7264094897|72640999999|72641014837|7264144873|72641499999|72641594854|72641599999|72646454834|72646499999|99999914837,Rock County
OH,39133,72430314813|72430399999|72521014895|7252164842|72521699999|7252244852|72522499999|72524014820|72524399999|7252444809|72524499999|7252454853|72524599999|7252474805|72524799999|72524899999|72525014852|725253380|72525399999|7252564857|72525699999|74471499999|99280099999|99769299999|99799999999|99828199999|99999914813|99999914820|99999914823|99999914843|99999914852|99999914895|99999914896|99999954856,Portage County
PA,42027,72511954792|72511999999|72512014761|72512099999|72512854739|72512899999|72520399999|99999914746|99999914761|99999954783,Centre County
TX,48135,72103299999|7223243071|72232499999|7226483031|72264899999|72265023023|72265623040|74916199999|9999993047,Ector County
ID,16055,7203224129|72032299999|72783424136|72783499999|72783699999,Kootenai County
MD,24017,72033493764|72033499999|720384124|72038499999|72038999999|72215813752|72215899999|722244358|72224499999|72404013721|72404799999|72404899999|72406093721|72406593733|72406599999|7255143757|74594013705|74594099999|74594599999|99440099999|99730499999|99730999999|99731499999|99770299999|99778199999|99799499999|99840999999|99999913710|99999913721|99999913751|99999913752|99999993721,Charles County
MA,25015,72507554768|72507599999|72508554756|72508599999|72509594746|72510094746|7251074780|72510799999|74410414763|74410499999|74483099999|74484099999|74491014703|74491099999|74491514775|74491599999|74491699999|9999994780|99999914763|99999914775|99999994746,Hampshire County
SC,45035,720598191|720606198|72060699999|720609201|72060999999|720612203|720632218|72208013880|72208399999|72208593831|72208613758|72208699999|72208899999|723107371|72310799999|72311553854|72311599999|747917390|74791799999|74909099999|99423099999|99717499999|99738899999|99770999999|99798199999|99799099999|99818799999|99999913758|99999913782|99999913880|99999953854|99999993831,Dorchester County
FL,12085,72203012844|72203599999|72203699999|72204512843|72204799999|72204899999|72210312895|72210399999|72218992815|72218999999|722261360|72226199999|74793012843|74793099999|99405099999|99780799999|99999912843|99999912844|99999912855,Martin County
MT,30111,72677024033|99999924033|99999924040,Yellowstone County
MN,27145,72036754927|72036799999|720386125|72038699999|72058299999|72065899999|72211454901|72211499999|7221444945|72214499999|72654399999|7265474931|72654799999|72655014926|72655714910|7265694933|72656999999|72657614928|72657699999|7265784944|72657899999|7265834941|72658399999|72668254914|72668299999|74466799999|99999914910|99999914926|99999914928,Stearns County
MI,26147,69011099999|72011354829|72011399999|720902298|72090299999|72537514822|72537714804|72537799999|7253844888|72538499999|72538599999|72632099999|72637594817|72637599999|72637699999|99477099999|99725899999|99799699999|99818099999|99833999999|99849299999|99999914804|99999914822,St. Clair County
NY,36083,72518014735|72518514750|72522014750|74483099999|74484099999|7449944741|74499499999|9999994741|9999994782|99999914735|99999914750,Rensselaer County
NC,37035,72027763843|72027799999|72212853899|72212899999|72213263801|72213299999|72219863819|72219899999|7230103810|72305563816|72305599999|72314013881|72314453890|72314499999|7231453810|72314753870|72314799999|72314863859|72314899999|72315663812|72315699999|72316563821|72316599999|9999993810|99999913881,Catawba County
VA,51510,7203173735|72031799999|722692367|72269299999|72309893798|72309899999|72403093738|7240333706|72403399999|72403513773|7240363710|72403699999|72403793728|72403799999|72404899999|72405013743|7240553714|72405599999|99440099999|99729699999|99729899999|99731499999|99999913743|99999913760|99999913773|99999993734,Alexandria City
MI,26075,7202844877|72028499999|72537494889|72537614853|72537699999|7253784887|72537899999|72539014836|72539514833|72539614815|72539699999|72539799999|7254044847|72540499999|7254094882|72540999999|7254144886|72541499999|72541554821|72541599999|72541754822|72541799999|99999914815|99999914833|99999914836|99999914853,Jackson County
TN,47163,72062399999|72318113877|72318313877|72335013877|99999913877,Sullivan County
FL,12061,72204012838|72204099999|72204512843|72204799999|72210312895|72210399999|72218992815|72218999999|722261360|72226199999|74793012843|74793099999|74795012867|74795099999|74796012804|74796099999|74904599999|99495199999|99735499999|99780699999|99780799999|99999912838|99999912843|99999912851|99999912855|99999912881,Indian River County
MN,27109,7202834927|72028399999|72097299999|72200354930|72200399999|72644014925|7265644967|72656499999|7265684961|72656899999|7265884956|72658899999|7265964978|72659699999|7275664902|72756699999|999999343|99999914925,Olmsted County
OH,39045,720397131|72039799999|720414139|72041499999|720928315|72428014821|72428463825|72428499999|72428513812|72428599999|72428693824|7242884804|72428899999|72429453844|72429499999|7252294858|72522999999|99999913812|99999914821|99999993824|99999993834,Fairfield County
IN,18081,69264499999|720575173|72057599999|72081599999|72435653866|72435699999|72436013803|72436113803|72436313803|72436399999|7243753893|72437599999|72438093819|72438453842|72438499999|74907499999|99999963898|99999993819,Johnson County
